MXDnsResponse,TXTDnsResponse,HasSPFInfo,HasDmarcInfo,DomainInAlexaDB,CommonPorts,CreationDate,LastUpdateDate,HttpResponseCode,RegisteredOrg,SubdomainNumber,Entropy,EntropyOfSubDomains,StrangeCharacters,TLD,IpReputation,ConsonantRatio,NumericRatio,SpecialCharRatio,VowelRatio,ConsonantSequence,VowelSequence,NumericSequence,SpecialCharSequence,DomainLength,Class
0,0,0,0,0,0,0,0,0,0,0,3,0,0,465,0,0.6,0.0,0.0,0.3,3,1,0,0,13,0
1,1,1,0,1,0,0,4,4,1,0,3,0,1,559,0,0.5,0.0,0.1,0.4,2,1,0,1,20,0
1,0,0,0,0,1,4,4,2,1,0,2,0,0,324,0,0.5,0.0,0.0,0.3,2,1,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,153,0,0.6,0.0,0.0,0.3,2,1,0,0,19,0
0,0,0,0,0,0,4,4,4,1,0,3,0,0,465,0,0.6,0.0,0.0,0.3,4,2,0,0,25,0
1,0,0,0,0,1,4,4,2,1,0,3,0,0,465,0,0.6,0.0,0.0,0.3,2,1,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,574,0,0.5,0.0,0.1,0.4,2,1,0,1,14,0
1,1,1,0,0,1,4,4,4,1,0,3,0,0,127,0,0.6,0.0,0.0,0.4,3,2,0,0,17,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,123,0,0.6,0.0,0.0,0.3,3,1,0,0,35,0
1,1,1,0,0,1,4,4,2,1,0,3,0,0,133,0,0.6,0.0,0.0,0.3,3,1,0,0,22,0
1,1,1,0,0,0,4,4,2,1,0,2,0,0,518,0,0.5,0.0,0.0,0.4,2,2,0,0,14,0
0,0,0,0,0,0,0,3,2,1,0,2,0,1,127,0,0.6,0.0,0.1,0.2,2,1,0,1,13,0
0,0,0,0,0,0,0,0,2,0,0,3,0,0,127,0,0.5,0.0,0.0,0.4,1,1,0,0,14,0
1,0,0,0,0,0,4,4,2,1,0,3,0,0,127,0,0.7,0.0,0.0,0.3,4,1,0,0,24,0
0,0,0,0,1,0,0,0,0,0,0,3,0,0,127,0,0.6,0.0,0.0,0.3,3,2,0,0,20,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,605,0,0.5,0.0,0.0,0.4,2,2,0,0,19,0
0,0,0,0,0,0,0,1,2,1,0,3,0,0,127,0,0.6,0.0,0.0,0.4,2,1,0,0,17,0
1,1,1,1,0,1,4,3,0,1,0,2,0,0,127,0,0.6,0.0,0.0,0.3,3,2,0,0,12,0
0,0,0,0,0,1,0,0,2,0,0,2,0,0,127,0,0.5,0.0,0.0,0.4,1,2,0,0,10,0
0,0,0,0,0,0,0,4,0,1,0,2,0,1,127,0,0.5,0.0,0.1,0.3,2,1,0,1,12,0
1,0,0,0,0,0,4,4,0,1,0,3,0,0,238,0,0.5,0.0,0.0,0.5,2,2,0,0,25,0
1,0,0,0,0,0,0,0,2,0,0,3,0,0,129,0,0.5,0.0,0.0,0.4,3,2,0,0,28,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,475,0,0.5,0.0,0.0,0.4,3,2,0,0,17,0
1,1,1,0,0,0,4,4,4,1,0,2,0,0,679,0,0.6,0.0,0.0,0.3,2,1,0,0,7,0
0,0,0,0,0,1,0,0,2,1,0,3,0,0,465,1,0.6,0.0,0.0,0.3,2,1,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,125,0,0.6,0.0,0.0,0.2,4,1,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,127,0,0.7,0.0,0.0,0.2,4,1,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,123,0,0.4,0.1,0.0,0.4,2,1,1,0,14,0
0,0,0,0,0,1,4,4,4,1,1,3,3,0,127,0,0.6,0.0,0.0,0.4,2,1,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,152,0,0.6,0.0,0.0,0.3,3,2,0,0,23,0
0,0,0,0,0,0,4,4,2,1,0,3,0,0,127,0,0.7,0.0,0.0,0.3,3,1,0,0,21,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.6,0.1,0.0,0.2,3,2,1,0,16,0
1,1,1,0,0,0,4,4,2,1,0,3,0,0,127,1,0.7,0.0,0.0,0.3,3,2,0,0,20,0
0,0,0,0,0,0,0,1,2,1,0,3,0,1,551,0,0.5,0.0,0.0,0.4,2,2,0,1,21,0
0,0,0,0,0,1,4,4,4,1,0,3,0,0,127,0,0.5,0.0,0.0,0.5,2,2,0,0,19,0
0,1,1,0,0,1,4,4,2,1,0,2,0,0,127,0,0.5,0.0,0.0,0.5,1,1,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,3,0,2,127,0,0.5,0.0,0.1,0.3,3,2,0,1,22,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.7,0.0,0.0,0.3,3,2,0,0,18,0
0,0,0,0,0,1,4,4,4,1,0,3,0,0,364,0,0.6,0.0,0.0,0.3,4,1,0,0,19,0
0,0,0,0,0,1,4,4,2,1,0,3,0,0,129,1,0.6,0.0,0.0,0.3,5,2,0,0,22,0
0,1,1,0,0,1,4,4,0,1,0,2,0,0,127,0,0.5,0.0,0.0,0.4,2,1,0,0,11,0
0,0,0,0,0,0,4,4,4,1,0,3,0,0,127,1,0.6,0.0,0.0,0.3,4,1,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,102,0,0.5,0.0,0.0,0.4,3,2,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,127,0,0.7,0.0,0.0,0.2,5,2,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,128,0,0.5,0.0,0.0,0.4,2,2,0,0,20,0
1,1,1,0,0,1,4,4,4,1,0,2,0,0,465,0,0.6,0.0,0.0,0.3,2,1,0,0,10,0
1,1,1,0,0,0,0,4,2,1,0,3,0,0,127,0,0.5,0.0,0.0,0.5,2,2,0,0,21,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,127,0,0.6,0.0,0.1,0.3,3,2,0,1,20,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.7,0.0,0.0,0.3,3,1,0,0,29,0
0,0,0,0,0,0,0,0,0,0,0,3,0,5,127,0,0.5,0.0,0.1,0.3,2,2,0,1,55,0
1,1,1,0,0,0,0,2,2,1,0,2,0,0,356,1,0.5,0.0,0.0,0.4,2,1,0,0,11,0
1,1,1,1,0,0,0,4,4,1,0,3,0,0,127,0,0.6,0.0,0.0,0.4,2,2,0,0,20,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,263,0,0.5,0.0,0.0,0.4,3,2,0,1,31,0
0,0,0,0,0,1,0,4,2,1,0,2,0,0,84,0,0.5,0.0,0.0,0.4,2,2,0,0,10,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,177,0,0.5,0.0,0.0,0.3,3,1,0,0,15,0
0,0,0,0,0,1,4,4,0,1,0,3,0,0,465,0,0.6,0.0,0.0,0.3,3,1,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,127,0,0.6,0.0,0.0,0.3,3,2,0,1,32,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,77,0,0.5,0.0,0.0,0.4,2,1,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,641,0,0.5,0.0,0.0,0.4,2,2,0,0,17,0
0,0,0,0,0,0,0,4,0,1,0,2,0,0,127,0,0.8,0.0,0.0,0.1,6,1,0,0,10,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.5,0.2,0.0,0.2,3,1,2,0,13,0
0,0,0,0,0,1,4,4,2,1,0,2,0,0,465,0,0.4,0.0,0.0,0.5,1,2,0,0,10,0
1,1,1,0,0,1,4,4,2,1,0,3,0,0,238,1,0.6,0.0,0.0,0.3,3,1,0,0,10,0
0,0,0,0,0,1,0,4,2,1,0,3,0,0,587,0,0.6,0.0,0.0,0.4,3,2,0,0,16,0
0,0,0,0,0,0,0,0,0,0,1,2,0,0,465,0,0.5,0.0,0.0,0.4,2,1,0,0,13,0
0,1,1,0,0,0,4,4,2,1,0,3,0,0,356,0,0.6,0.0,0.0,0.3,3,1,0,0,14,0
0,0,0,0,0,0,4,4,2,1,1,2,0,0,465,0,0.5,0.0,0.0,0.4,2,2,0,0,13,0
0,0,0,0,0,0,0,3,0,1,0,2,0,0,578,0,0.5,0.0,0.0,0.4,2,1,0,0,12,0
0,0,0,0,0,1,0,4,2,1,0,1,0,0,578,0,0.6,0.0,0.0,0.3,2,1,0,0,7,0
0,0,0,0,0,1,4,4,2,1,0,3,0,0,127,0,0.6,0.0,0.0,0.3,2,1,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.5,0.0,0.0,0.4,1,1,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,563,0,0.6,0.0,0.0,0.2,3,1,0,0,13,0
0,1,0,0,0,0,0,0,0,0,0,3,0,0,563,0,0.7,0.0,0.0,0.2,4,1,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,465,0,0.6,0.0,0.0,0.4,3,2,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,385,0,0.5,0.0,0.0,0.4,3,2,0,1,27,0
0,0,0,0,0,0,4,4,4,1,0,3,0,0,127,0,0.6,0.0,0.0,0.3,4,2,0,0,27,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,84,0,0.5,0.3,0.0,0.0,2,0,2,0,6,0
0,0,0,0,0,1,4,4,2,1,0,3,0,0,127,0,0.6,0.0,0.0,0.3,3,2,0,0,16,0
0,0,0,0,0,0,4,4,4,1,0,3,0,0,127,0,0.7,0.0,0.0,0.2,3,1,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.7,0.0,0.0,0.2,4,1,0,0,14,0
0,1,1,0,0,1,4,4,2,1,0,3,0,0,127,1,0.6,0.0,0.0,0.4,3,2,0,0,17,0
1,0,0,0,0,0,0,4,2,1,0,3,0,0,133,0,0.6,0.0,0.0,0.3,3,1,0,0,19,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,127,0,0.3,0.3,0.0,0.4,1,2,3,0,11,0
0,1,1,0,0,1,4,4,2,1,0,2,0,0,127,0,0.6,0.0,0.0,0.3,4,1,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,99,0,0.6,0.3,0.0,0.0,2,0,2,0,7,0
1,0,0,0,0,0,0,4,2,1,0,3,0,0,551,0,0.7,0.0,0.0,0.3,2,1,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,177,0,0.5,0.0,0.0,0.4,2,1,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,127,0,0.5,0.0,0.0,0.4,2,1,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,129,0,0.6,0.0,0.0,0.3,4,2,0,0,32,0
0,0,0,0,1,0,0,0,0,0,0,2,0,0,578,0,0.1,0.3,0.0,0.4,1,2,2,0,7,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,385,0,0.5,0.0,0.1,0.4,2,2,0,1,17,0
0,0,0,0,0,0,4,4,2,1,0,3,0,0,127,0,0.6,0.0,0.0,0.3,3,2,0,0,26,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,48,0,0.5,0.0,0.1,0.4,2,2,0,1,13,0
0,0,0,0,0,1,0,4,2,1,0,2,1,0,504,0,0.6,0.0,0.0,0.2,2,1,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,641,0,0.7,0.0,0.0,0.2,6,1,0,0,20,0
0,0,0,0,0,0,0,0,2,0,0,2,0,0,127,0,0.8,0.0,0.0,0.1,6,1,0,0,10,0
1,1,1,0,0,0,0,4,2,1,1,2,3,0,389,0,0.7,0.0,0.0,0.2,2,1,0,0,6,0
1,0,0,0,0,0,0,4,2,1,0,3,0,0,663,1,0.5,0.0,0.0,0.4,3,2,0,0,17,0
1,0,0,0,0,0,4,4,2,1,0,3,0,0,504,0,0.5,0.0,0.0,0.4,2,2,0,0,16,0
0,0,0,0,0,1,4,4,2,1,0,3,0,0,127,0,0.5,0.0,0.0,0.4,2,2,0,0,21,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,465,0,0.5,0.0,0.0,0.4,2,2,0,0,14,0
1,1,1,0,0,0,0,0,0,0,0,3,0,0,127,0,0.7,0.0,0.0,0.3,4,1,0,0,30,0
1,1,1,0,0,0,0,0,0,0,0,2,0,0,507,0,0.4,0.0,0.0,0.4,2,2,0,0,10,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,127,0,0.5,0.0,0.0,0.4,3,2,0,0,12,0
1,1,1,0,0,0,0,4,2,1,0,3,0,0,127,1,0.6,0.0,0.0,0.3,3,1,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,127,0,0.5,0.0,0.1,0.3,2,2,0,1,13,0
1,1,1,0,0,0,0,3,2,1,0,3,0,0,127,0,0.6,0.0,0.0,0.3,3,1,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.7,0.0,0.0,0.2,5,1,0,0,11,0
1,0,0,0,0,0,4,4,2,1,0,2,0,0,77,0,0.5,0.0,0.0,0.4,4,2,0,0,11,0
1,1,1,0,0,0,4,4,4,1,0,2,0,0,127,1,0.5,0.0,0.0,0.4,2,3,0,0,18,0
1,0,0,0,0,1,4,4,2,0,0,3,0,2,506,0,0.4,0.1,0.0,0.4,2,2,4,0,27,0
0,1,1,0,0,0,4,4,2,1,0,2,0,0,127,0,0.5,0.0,0.0,0.5,1,2,0,0,11,0
1,1,1,0,0,0,4,4,2,1,0,3,0,0,127,0,0.7,0.0,0.0,0.2,3,1,0,0,13,0
0,1,1,0,0,0,0,0,0,0,0,3,0,5,127,0,0.5,0.0,0.1,0.4,3,2,0,1,55,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.7,0.0,0.0,0.3,4,1,0,0,20,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,578,0,0.4,0.2,0.0,0.2,2,1,2,0,9,0
1,1,1,0,0,0,0,4,2,1,0,3,0,0,127,0,0.6,0.0,0.0,0.3,3,1,0,0,21,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.5,0.0,0.0,0.4,2,3,0,0,23,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,133,0,0.6,0.0,0.0,0.4,2,2,0,0,28,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,578,0,0.5,0.0,0.0,0.4,2,1,0,0,16,0
0,0,0,0,0,0,4,4,2,1,0,3,0,0,127,0,0.6,0.0,0.0,0.3,2,1,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,4,0,2,127,0,0.5,0.1,0.1,0.3,3,1,2,1,37,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,123,0,0.6,0.0,0.0,0.3,4,2,0,0,33,0
1,1,1,0,0,0,4,4,2,1,0,3,0,0,127,0,0.5,0.0,0.0,0.4,2,2,0,0,21,0
1,1,1,0,0,0,0,4,2,1,0,3,0,0,123,0,0.6,0.0,0.0,0.3,3,1,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.6,0.0,0.0,0.3,3,2,0,0,30,0
0,0,0,0,0,0,0,0,0,0,0,4,0,13,127,0,0.5,0.1,0.1,0.3,3,2,5,1,90,0
1,1,1,0,0,0,4,4,4,1,0,3,0,0,133,0,0.6,0.0,0.0,0.3,2,2,0,0,21,0
0,0,0,0,0,0,0,4,0,1,0,3,0,1,465,1,0.5,0.0,0.1,0.3,3,2,0,1,18,0
1,0,0,0,0,0,4,4,4,1,0,2,0,0,504,0,0.8,0.0,0.0,0.1,5,1,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,127,0,0.6,0.0,0.1,0.2,2,1,0,1,12,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.6,0.0,0.0,0.4,3,2,0,0,24,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,445,0,0.7,0.0,0.0,0.2,2,1,0,0,9,0
1,0,0,0,0,0,0,4,2,1,0,2,0,0,127,0,0.5,0.0,0.0,0.4,1,1,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,129,0,0.5,0.0,0.0,0.4,3,2,0,0,25,0
1,0,0,0,0,0,0,4,4,1,0,3,0,1,483,0,0.5,0.0,0.1,0.4,3,3,0,1,20,0
1,1,1,0,0,0,0,4,2,1,0,2,0,0,600,0,0.6,0.0,0.0,0.2,2,1,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,127,0,0.7,0.0,0.0,0.2,7,2,1,0,22,0
1,1,1,0,0,0,4,4,2,1,0,3,0,0,127,0,0.8,0.0,0.0,0.2,6,1,0,0,17,0
1,1,1,0,0,0,4,4,4,1,0,2,0,0,504,1,0.6,0.0,0.0,0.3,5,2,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,133,0,0.6,0.0,0.0,0.4,2,2,0,0,29,0
1,0,0,0,0,1,4,4,2,1,1,3,0,0,465,0,0.5,0.0,0.0,0.4,3,2,0,0,19,0
0,1,1,0,0,0,4,4,2,1,0,2,0,0,127,0,0.5,0.0,0.0,0.4,3,2,0,0,14,0
1,0,0,0,0,1,0,4,2,1,0,3,0,0,127,0,0.6,0.0,0.0,0.3,3,1,0,0,14,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,133,0,0.6,0.0,0.0,0.3,2,2,0,0,29,0
1,0,0,0,0,1,4,4,2,1,0,3,0,0,123,1,0.5,0.0,0.0,0.4,3,2,0,0,19,0
1,1,1,0,0,0,0,4,5,1,0,3,0,0,127,1,0.7,0.0,0.0,0.2,4,1,0,0,16,0
1,1,1,0,0,0,0,3,2,1,0,3,0,0,332,1,0.7,0.0,0.0,0.2,3,1,0,0,13,0
0,0,0,0,0,1,4,4,2,1,0,3,0,0,127,0,0.6,0.0,0.0,0.3,2,1,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,655,0,0.5,0.0,0.1,0.3,2,1,0,1,13,0
0,0,0,0,0,1,4,4,2,1,0,2,0,0,127,0,0.7,0.0,0.0,0.2,3,1,0,0,10,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,48,0,0.6,0.0,0.0,0.3,4,2,0,0,22,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.7,0.0,0.0,0.2,5,1,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.6,0.0,0.0,0.3,2,3,0,0,28,0
0,0,0,0,0,1,4,4,2,1,0,3,0,1,60,0,0.6,0.0,0.0,0.3,3,2,0,1,23,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,127,0,0.8,0.0,0.0,0.1,7,1,0,0,11,0
0,1,1,0,0,0,4,4,2,1,0,2,0,0,127,0,0.6,0.0,0.0,0.3,3,2,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,641,0,0.7,0.0,0.0,0.2,6,2,0,0,24,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,504,0,0.6,0.0,0.0,0.3,2,1,0,0,18,0
0,0,0,0,0,0,0,4,2,1,0,2,0,0,99,0,0.9,0.0,0.0,0.0,6,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.7,0.0,0.0,0.2,7,2,0,0,16,0
1,1,1,0,0,0,0,1,4,1,0,2,0,0,109,0,0.4,0.0,0.0,0.5,1,1,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,465,0,0.6,0.1,0.0,0.2,3,1,1,0,14,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,385,0,0.4,0.0,0.0,0.5,2,2,0,0,16,0
1,1,1,0,0,0,4,4,0,1,0,3,0,0,127,0,0.6,0.0,0.0,0.3,3,1,0,0,15,0
0,0,0,0,0,0,4,4,2,1,0,2,0,0,465,0,0.6,0.0,0.0,0.3,2,2,0,0,12,0
1,1,1,0,0,0,0,0,0,0,0,3,0,0,127,0,0.5,0.0,0.0,0.4,2,1,0,0,22,0
0,0,0,0,0,1,0,4,2,1,0,2,0,0,551,0,0.6,0.0,0.0,0.3,2,2,0,0,7,0
0,0,0,0,1,0,4,4,4,1,0,3,0,0,367,0,0.5,0.0,0.0,0.4,2,2,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,356,0,0.6,0.0,0.0,0.4,3,1,0,0,25,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.6,0.0,0.0,0.3,4,1,0,0,28,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,123,0,0.6,0.0,0.0,0.3,3,1,0,0,29,0
0,0,0,0,0,0,0,0,0,0,0,4,0,9,287,0,0.5,0.1,0.1,0.3,6,2,6,1,70,0
1,0,0,0,0,1,0,4,2,1,0,3,0,0,385,0,0.6,0.0,0.0,0.4,2,1,0,0,23,0
1,0,0,0,0,0,0,1,2,1,0,3,0,0,127,0,0.5,0.0,0.0,0.4,2,2,0,0,15,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,127,0,0.5,0.0,0.0,0.3,2,2,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,91,0,0.6,0.0,0.0,0.3,2,1,0,0,9,0
0,0,0,0,0,0,0,4,2,1,0,2,0,0,576,0,0.6,0.0,0.0,0.4,3,2,0,0,14,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,504,0,0.5,0.0,0.0,0.4,2,2,0,0,25,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.6,0.0,0.0,0.3,4,3,0,0,21,0
1,1,1,0,0,1,4,4,5,1,0,3,0,1,127,0,0.6,0.0,0.1,0.3,3,2,0,1,18,0
1,1,1,0,0,0,0,0,0,0,0,3,0,0,129,0,0.5,0.0,0.0,0.4,2,2,0,0,19,0
1,1,1,0,0,1,4,4,0,1,0,3,0,0,127,0,0.6,0.0,0.0,0.3,3,2,0,0,19,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,157,0,0.6,0.0,0.0,0.2,4,1,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,133,0,0.6,0.0,0.0,0.3,2,2,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.5,0.0,0.0,0.4,3,2,0,0,23,0
0,0,0,0,0,0,0,0,2,0,0,2,0,0,127,0,0.8,0.0,0.0,0.1,6,1,0,0,10,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.6,0.1,0.0,0.3,3,1,2,0,18,0
0,0,0,0,0,0,0,0,0,0,0,3,0,2,127,0,0.6,0.0,0.1,0.2,2,1,0,1,17,0
1,1,1,0,0,0,0,4,0,1,0,3,0,0,129,0,0.5,0.0,0.0,0.5,1,2,0,0,20,0
1,0,0,0,0,0,0,1,4,1,0,2,0,0,186,0,0.4,0.0,0.0,0.4,2,1,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,504,0,0.7,0.0,0.0,0.2,3,1,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,133,0,0.6,0.0,0.0,0.3,3,1,0,0,24,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.7,0.0,0.0,0.2,3,1,0,0,17,0
0,0,0,0,0,0,4,4,4,1,0,3,0,0,465,0,0.5,0.0,0.0,0.4,2,1,0,0,17,0
1,0,0,0,0,0,0,4,2,1,0,3,0,0,240,0,0.6,0.0,0.0,0.4,3,2,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,364,0,0.6,0.0,0.1,0.3,3,1,0,1,19,0
1,1,1,0,0,0,4,4,2,1,0,3,0,0,444,0,0.5,0.0,0.0,0.4,2,3,0,0,15,0
0,0,0,0,0,0,4,4,2,1,0,3,0,0,127,1,0.6,0.0,0.0,0.4,3,2,0,0,31,0
1,0,0,0,0,1,4,4,2,1,0,3,0,0,127,1,0.6,0.0,0.0,0.3,3,1,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,3,0,2,123,0,0.5,0.0,0.1,0.3,2,1,0,1,20,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.6,0.0,0.0,0.3,3,1,0,0,15,0
0,0,0,0,0,0,0,4,5,1,0,2,0,1,99,1,0.4,0.3,0.0,0.1,2,1,3,0,9,0
1,1,1,0,0,0,0,1,2,1,0,3,0,0,127,0,0.6,0.0,0.0,0.4,2,2,0,0,18,0
1,1,1,0,0,0,0,0,4,0,0,2,0,0,125,0,0.5,0.0,0.0,0.3,2,1,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,504,0,0.6,0.0,0.0,0.3,3,2,0,0,21,0
0,0,0,0,0,0,0,0,0,0,0,2,0,3,127,0,0.5,0.3,0.0,0.1,3,1,3,0,15,0
0,0,0,0,1,0,0,4,0,1,10,3,0,0,238,0,0.5,0.0,0.0,0.5,2,2,0,0,20,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,364,0,0.6,0.0,0.0,0.4,2,2,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,574,0,0.5,0.0,0.1,0.4,1,1,0,1,14,0
0,0,0,0,0,0,4,4,2,1,0,2,0,0,127,0,0.5,0.0,0.0,0.5,2,2,0,0,11,0
1,0,0,0,0,0,0,4,2,1,0,3,0,0,127,0,0.6,0.0,0.0,0.4,3,2,0,0,25,0
1,0,0,0,0,0,4,4,2,1,0,2,0,0,123,0,0.6,0.0,0.0,0.3,3,1,0,0,14,0
1,1,0,0,0,0,4,3,2,1,0,3,0,0,128,0,0.5,0.0,0.0,0.4,2,2,0,0,19,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,641,0,0.7,0.0,0.0,0.2,10,2,0,0,21,0
1,0,0,0,0,1,4,4,4,1,0,3,0,0,127,0,0.7,0.0,0.0,0.2,4,1,0,0,17,0
0,1,1,1,0,0,0,0,0,0,0,3,0,1,127,0,0.5,0.0,0.0,0.3,2,2,0,1,35,0
0,0,0,0,1,0,0,0,0,0,3,3,0,1,238,0,0.5,0.0,0.1,0.3,2,2,0,1,20,0
1,1,1,0,0,0,0,0,0,0,0,3,0,2,127,0,0.5,0.1,0.0,0.3,3,2,4,0,30,0
1,0,0,0,0,0,4,4,2,1,1,2,0,0,465,0,0.5,0.0,0.0,0.4,2,1,0,0,13,0
1,1,1,0,0,1,4,4,5,1,0,3,0,0,127,0,0.6,0.0,0.0,0.4,2,2,0,0,16,0
1,1,1,0,0,0,0,1,2,1,0,3,0,0,127,0,0.6,0.0,0.0,0.3,4,2,0,0,13,0
1,1,1,0,0,0,0,4,5,1,0,3,0,0,127,0,0.6,0.0,0.0,0.3,2,1,0,0,12,0
1,0,0,0,0,0,4,4,2,1,0,3,0,0,127,0,0.5,0.0,0.0,0.4,4,2,0,0,15,0
1,0,0,0,0,0,0,4,4,1,0,2,0,0,551,0,0.6,0.0,0.0,0.2,2,1,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,127,0,0.5,0.0,0.0,0.4,1,1,0,0,10,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,135,0,0.5,0.0,0.0,0.5,3,2,0,0,22,0
0,0,0,0,0,1,4,4,2,1,0,3,0,0,127,1,0.6,0.0,0.0,0.4,2,2,0,0,21,0
1,0,0,0,0,1,0,4,4,1,0,3,0,0,127,1,0.6,0.0,0.0,0.4,2,1,0,0,16,0
